year,round,circuit,driver,quali_pos
2015,1,albert_park,hamilton,1
2015,1,albert_park,rosberg,2
2015,1,albert_park,massa,3
2015,1,albert_park,vettel,4
2015,1,albert_park,raikkonen,5
2015,1,albert_park,bottas,6
2015,1,albert_park,ricciardo,7
2015,1,albert_park,sainz,8
2015,1,albert_park,grosjean,9
2015,1,albert_park,maldonado,10
2015,1,albert_park,nasr,11
2015,1,albert_park,max_verstappen,12
2015,1,albert_park,kvyat,13
2015,1,albert_park,hulkenberg,14
2015,1,albert_park,perez,15
2015,1,albert_park,ericsson,16
2015,1,albert_park,button,17
2015,1,albert_park,kevin_magnussen,18
2015,2,sepang,hamilton,1
2015,2,sepang,vettel,2
2015,2,sepang,rosberg,3
2015,2,sepang,ricciardo,4
2015,2,sepang,kvyat,5
2015,2,sepang,max_verstappen,6
2015,2,sepang,massa,7
2015,2,sepang,grosjean,8
2015,2,sepang,bottas,9
2015,2,sepang,ericsson,10
2015,2,sepang,raikkonen,11
2015,2,sepang,maldonado,12
2015,2,sepang,hulkenberg,13
2015,2,sepang,perez,14
2015,2,sepang,sainz,15
2015,2,sepang,nasr,16
2015,2,sepang,button,17
2015,2,sepang,alonso,18
2015,2,sepang,merhi,19
2015,3,shanghai,hamilton,1
2015,3,shanghai,rosberg,2
2015,3,shanghai,vettel,3
2015,3,shanghai,massa,4
2015,3,shanghai,bottas,5
2015,3,shanghai,raikkonen,6
2015,3,shanghai,ricciardo,7
2015,3,shanghai,grosjean,8
2015,3,shanghai,nasr,9
2015,3,shanghai,ericsson,10
2015,3,shanghai,maldonado,11
2015,3,shanghai,kvyat,12
2015,3,shanghai,max_verstappen,13
2015,3,shanghai,sainz,14
2015,3,shanghai,perez,15
2015,3,shanghai,hulkenberg,16
2015,3,shanghai,button,17
2015,3,shanghai,alonso,18
2015,3,shanghai,stevens,19
2015,3,shanghai,merhi,20
2015,4,bahrain,hamilton,1
2015,4,bahrain,vettel,2
2015,4,bahrain,rosberg,3
2015,4,bahrain,raikkonen,4
2015,4,bahrain,bottas,5
2015,4,bahrain,massa,6
2015,4,bahrain,ricciardo,7
2015,4,bahrain,hulkenberg,8
2015,4,bahrain,sainz,9
2015,4,bahrain,grosjean,10
2015,4,bahrain,perez,11
2015,4,bahrain,nasr,12
2015,4,bahrain,ericsson,13
2015,4,bahrain,alonso,14
2015,4,bahrain,max_verstappen,15
2015,4,bahrain,maldonado,16
2015,4,bahrain,kvyat,17
2015,4,bahrain,stevens,18
2015,4,bahrain,merhi,19
2015,5,catalunya,rosberg,1
2015,5,catalunya,hamilton,2
2015,5,catalunya,vettel,3
2015,5,catalunya,bottas,4
2015,5,catalunya,sainz,5
2015,5,catalunya,max_verstappen,6
2015,5,catalunya,raikkonen,7
2015,5,catalunya,kvyat,8
2015,5,catalunya,massa,9
2015,5,catalunya,ricciardo,10
2015,5,catalunya,grosjean,11
2015,5,catalunya,maldonado,12
2015,5,catalunya,alonso,13
2015,5,catalunya,button,14
2015,5,catalunya,nasr,15
2015,5,catalunya,ericsson,16
2015,5,catalunya,hulkenberg,17
2015,5,catalunya,perez,18
2015,5,catalunya,stevens,19
2015,5,catalunya,merhi,20
2015,6,monaco,hamilton,1
2015,6,monaco,rosberg,2
2015,6,monaco,vettel,3
2015,6,monaco,ricciardo,4
2015,6,monaco,kvyat,5
2015,6,monaco,raikkonen,6
2015,6,monaco,perez,7
2015,6,monaco,sainz,8
2015,6,monaco,maldonado,9
2015,6,monaco,max_verstappen,10
2015,6,monaco,grosjean,11
2015,6,monaco,button,12
2015,6,monaco,hulkenberg,13
2015,6,monaco,massa,14
2015,6,monaco,alonso,15
2015,6,monaco,nasr,16
2015,6,monaco,bottas,17
2015,6,monaco,ericsson,18
2015,6,monaco,stevens,19
2015,6,monaco,merhi,20
2015,7,villeneuve,hamilton,1
2015,7,villeneuve,rosberg,2
2015,7,villeneuve,raikkonen,3
2015,7,villeneuve,bottas,4
2015,7,villeneuve,grosjean,5
2015,7,villeneuve,maldonado,6
2015,7,villeneuve,hulkenberg,7
2015,7,villeneuve,kvyat,8
2015,7,villeneuve,ricciardo,9
2015,7,villeneuve,perez,10
2015,7,villeneuve,sainz,11
2015,7,villeneuve,max_verstappen,12
2015,7,villeneuve,ericsson,13
2015,7,villeneuve,alonso,14
2015,7,villeneuve,nasr,15
2015,7,villeneuve,vettel,16
2015,7,villeneuve,massa,17
2015,7,villeneuve,merhi,18
2015,7,villeneuve,stevens,19
2015,8,red_bull_ring,hamilton,1
2015,8,red_bull_ring,rosberg,2
2015,8,red_bull_ring,vettel,3
2015,8,red_bull_ring,massa,4
2015,8,red_bull_ring,hulkenberg,5
2015,8,red_bull_ring,bottas,6
2015,8,red_bull_ring,max_verstappen,7
2015,8,red_bull_ring,kvyat,8
2015,8,red_bull_ring,nasr,9
2015,8,red_bull_ring,grosjean,10
2015,8,red_bull_ring,maldonado,11
2015,8,red_bull_ring,ericsson,12
2015,8,red_bull_ring,sainz,13
2015,8,red_bull_ring,ricciardo,14
2015,8,red_bull_ring,alonso,15
2015,8,red_bull_ring,perez,16
2015,8,red_bull_ring,button,17
2015,8,red_bull_ring,raikkonen,18
2015,8,red_bull_ring,merhi,19
2015,8,red_bull_ring,stevens,20
2015,9,silverstone,hamilton,1
2015,9,silverstone,rosberg,2
2015,9,silverstone,massa,3
2015,9,silverstone,bottas,4
2015,9,silverstone,raikkonen,5
2015,9,silverstone,vettel,6
2015,9,silverstone,kvyat,7
2015,9,silverstone,sainz,8
2015,9,silverstone,hulkenberg,9
2015,9,silverstone,ricciardo,10
2015,9,silverstone,perez,11
2015,9,silverstone,grosjean,12
2015,9,silverstone,max_verstappen,13
2015,9,silverstone,maldonado,14
2015,9,silverstone,ericsson,15
2015,9,silverstone,nasr,16
2015,9,silverstone,alonso,17
2015,9,silverstone,button,18
2015,9,silverstone,stevens,19
2015,9,silverstone,merhi,20
2015,10,hungaroring,hamilton,1
2015,10,hungaroring,rosberg,2
2015,10,hungaroring,vettel,3
2015,10,hungaroring,ricciardo,4
2015,10,hungaroring,raikkonen,5
2015,10,hungaroring,bottas,6
2015,10,hungaroring,kvyat,7
2015,10,hungaroring,massa,8
2015,10,hungaroring,max_verstappen,9
2015,10,hungaroring,grosjean,10
2015,10,hungaroring,hulkenberg,11
2015,10,hungaroring,sainz,12
2015,10,hungaroring,perez,13
2015,10,hungaroring,maldonado,14
2015,10,hungaroring,alonso,15
2015,10,hungaroring,button,16
2015,10,hungaroring,ericsson,17
2015,10,hungaroring,nasr,18
2015,10,hungaroring,merhi,19
2015,10,hungaroring,stevens,20
2015,11,spa,hamilton,1
2015,11,spa,rosberg,2
2015,11,spa,bottas,3
2015,11,spa,grosjean,4
2015,11,spa,perez,5
2015,11,spa,ricciardo,6
2015,11,spa,massa,7
2015,11,spa,maldonado,8
2015,11,spa,vettel,9
2015,11,spa,sainz,10
2015,11,spa,hulkenberg,11
2015,11,spa,kvyat,12
2015,11,spa,ericsson,13
2015,11,spa,raikkonen,14
2015,11,spa,max_verstappen,15
2015,11,spa,nasr,16
2015,11,spa,button,17
2015,11,spa,alonso,18
2015,11,spa,stevens,19
2015,11,spa,merhi,20
2015,12,monza,hamilton,1
2015,12,monza,raikkonen,2
2015,12,monza,vettel,3
2015,12,monza,rosberg,4
2015,12,monza,massa,5
2015,12,monza,bottas,6
2015,12,monza,perez,7
2015,12,monza,grosjean,8
2015,12,monza,hulkenberg,9
2015,12,monza,ericsson,10
2015,12,monza,maldonado,11
2015,12,monza,nasr,12
2015,12,monza,sainz,13
2015,12,monza,kvyat,14
2015,12,monza,ricciardo,15
2015,12,monza,button,16
2015,12,monza,alonso,17
2015,12,monza,stevens,18
2015,12,monza,merhi,19
2015,12,monza,max_verstappen,20
2015,13,marina_bay,vettel,1
2015,13,marina_bay,ricciardo,2
2015,13,marina_bay,raikkonen,3
2015,13,marina_bay,kvyat,4
2015,13,marina_bay,hamilton,5
2015,13,marina_bay,rosberg,6
2015,13,marina_bay,bottas,7
2015,13,marina_bay,max_verstappen,8
2015,13,marina_bay,massa,9
2015,13,marina_bay,grosjean,10
2015,13,marina_bay,hulkenberg,11
2015,13,marina_bay,alonso,12
2015,13,marina_bay,perez,13
2015,13,marina_bay,sainz,14
2015,13,marina_bay,button,15
2015,13,marina_bay,nasr,16
2015,13,marina_bay,ericsson,17
2015,13,marina_bay,maldonado,18
2015,13,marina_bay,stevens,19
2015,13,marina_bay,rossi,20
2015,14,suzuka,rosberg,1
2015,14,suzuka,hamilton,2
2015,14,suzuka,bottas,3
2015,14,suzuka,vettel,4
2015,14,suzuka,massa,5
2015,14,suzuka,raikkonen,6
2015,14,suzuka,ricciardo,7
2015,14,suzuka,grosjean,8
2015,14,suzuka,perez,9
2015,14,suzuka,kvyat,10
2015,14,suzuka,hulkenberg,11
2015,14,suzuka,sainz,12
2015,14,suzuka,maldonado,13
2015,14,suzuka,alonso,14
2015,14,suzuka,max_verstappen,15
2015,14,suzuka,button,16
2015,14,suzuka,ericsson,17
2015,14,suzuka,nasr,18
2015,14,suzuka,stevens,19
2015,14,suzuka,rossi,20
2015,15,sochi,rosberg,1
2015,15,sochi,hamilton,2
2015,15,sochi,bottas,3
2015,15,sochi,vettel,4
2015,15,sochi,raikkonen,5
2015,15,sochi,hulkenberg,6
2015,15,sochi,perez,7
2015,15,sochi,grosjean,8
2015,15,sochi,max_verstappen,9
2015,15,sochi,ricciardo,10
2015,15,sochi,kvyat,11
2015,15,sochi,nasr,12
2015,15,sochi,button,13
2015,15,sochi,maldonado,14
2015,15,sochi,massa,15
2015,15,sochi,alonso,16
2015,15,sochi,ericsson,17
2015,15,sochi,stevens,18
2015,15,sochi,merhi,19
2015,16,americas,rosberg,1
2015,16,americas,hamilton,2
2015,16,americas,ricciardo,3
2015,16,americas,kvyat,4
2015,16,americas,vettel,5
2015,16,americas,perez,6
2015,16,americas,hulkenberg,7
2015,16,americas,raikkonen,8
2015,16,americas,massa,9
2015,16,americas,max_verstappen,10
2015,16,americas,alonso,11
2015,16,americas,bottas,12
2015,16,americas,grosjean,13
2015,16,americas,button,14
2015,16,americas,maldonado,15
2015,16,americas,ericsson,16
2015,16,americas,nasr,17
2015,16,americas,rossi,18
2015,16,americas,stevens,19
2015,16,americas,sainz,20
2015,17,rodriguez,rosberg,1
2015,17,rodriguez,hamilton,2
2015,17,rodriguez,vettel,3
2015,17,rodriguez,kvyat,4
2015,17,rodriguez,ricciardo,5
2015,17,rodriguez,bottas,6
2015,17,rodriguez,massa,7
2015,17,rodriguez,max_verstappen,8
2015,17,rodriguez,perez,9
2015,17,rodriguez,hulkenberg,10
2015,17,rodriguez,sainz,11
2015,17,rodriguez,grosjean,12
2015,17,rodriguez,maldonado,13
2015,17,rodriguez,ericsson,14
2015,17,rodriguez,raikkonen,15
2015,17,rodriguez,alonso,16
2015,17,rodriguez,nasr,17
2015,17,rodriguez,rossi,18
2015,17,rodriguez,stevens,19
2015,17,rodriguez,button,20
2015,18,interlagos,rosberg,1
2015,18,interlagos,hamilton,2
2015,18,interlagos,vettel,3
2015,18,interlagos,bottas,4
2015,18,interlagos,raikkonen,5
2015,18,interlagos,hulkenberg,6
2015,18,interlagos,kvyat,7
2015,18,interlagos,massa,8
2015,18,interlagos,ricciardo,9
2015,18,interlagos,max_verstappen,10
2015,18,interlagos,nasr,11
2015,18,interlagos,sainz,12
2015,18,interlagos,perez,13
2015,18,interlagos,ericsson,14
2015,18,interlagos,grosjean,15
2015,18,interlagos,maldonado,16
2015,18,interlagos,button,17
2015,18,interlagos,rossi,18
2015,18,interlagos,stevens,19
2015,18,interlagos,alonso,20
2015,19,yas_marina,rosberg,1
2015,19,yas_marina,hamilton,2
2015,19,yas_marina,raikkonen,3
2015,19,yas_marina,perez,4
2015,19,yas_marina,ricciardo,5
2015,19,yas_marina,bottas,6
2015,19,yas_marina,hulkenberg,7
2015,19,yas_marina,massa,8
2015,19,yas_marina,kvyat,9
2015,19,yas_marina,sainz,10
2015,19,yas_marina,max_verstappen,11
2015,19,yas_marina,button,12
2015,19,yas_marina,maldonado,13
2015,19,yas_marina,nasr,14
2015,19,yas_marina,grosjean,15
2015,19,yas_marina,vettel,16
2015,19,yas_marina,alonso,17
2015,19,yas_marina,ericsson,18
2015,19,yas_marina,stevens,19
2015,19,yas_marina,merhi,20
2016,1,albert_park,hamilton,1
2016,1,albert_park,rosberg,2
2016,1,albert_park,vettel,3
2016,1,albert_park,raikkonen,4
2016,1,albert_park,max_verstappen,5
2016,1,albert_park,massa,6
2016,1,albert_park,sainz,7
2016,1,albert_park,ricciardo,8
2016,1,albert_park,perez,9
2016,1,albert_park,hulkenberg,10
2016,1,albert_park,bottas,11
2016,1,albert_park,alonso,12
2016,1,albert_park,button,13
2016,1,albert_park,jolyon_palmer,14
2016,1,albert_park,kevin_magnussen,15
2016,1,albert_park,ericsson,16
2016,1,albert_park,nasr,17
2016,1,albert_park,kvyat,18
2016,1,albert_park,grosjean,19
2016,1,albert_park,gutierrez,20
2016,1,albert_park,haryanto,21
2016,1,albert_park,wehrlein,22
2016,2,bahrain,hamilton,1
2016,2,bahrain,rosberg,2
2016,2,bahrain,vettel,3
2016,2,bahrain,raikkonen,4
2016,2,bahrain,ricciardo,5
2016,2,bahrain,bottas,6
2016,2,bahrain,massa,7
2016,2,bahrain,hulkenberg,8
2016,2,bahrain,grosjean,9
2016,2,bahrain,max_verstappen,10
2016,2,bahrain,sainz,11
2016,2,bahrain,vandoorne,12
2016,2,bahrain,gutierrez,13
2016,2,bahrain,button,14
2016,2,bahrain,kvyat,15
2016,2,bahrain,wehrlein,16
2016,2,bahrain,ericsson,17
2016,2,bahrain,perez,18
2016,2,bahrain,kevin_magnussen,19
2016,2,bahrain,jolyon_palmer,20
2016,2,bahrain,haryanto,21
2016,2,bahrain,nasr,22
2016,3,shanghai,rosberg,1
2016,3,shanghai,ricciardo,2
2016,3,shanghai,raikkonen,3
2016,3,shanghai,vettel,4
2016,3,shanghai,bottas,5
2016,3,shanghai,kvyat,6
2016,3,shanghai,perez,7
2016,3,shanghai,sainz,8
2016,3,shanghai,max_verstappen,9
2016,3,shanghai,hulkenberg,10
2016,3,shanghai,massa,11
2016,3,shanghai,alonso,12
2016,3,shanghai,button,13
2016,3,shanghai,grosjean,14
2016,3,shanghai,ericsson,15
2016,3,shanghai,nasr,16
2016,3,shanghai,kevin_magnussen,17
2016,3,shanghai,gutierrez,18
2016,3,shanghai,jolyon_palmer,19
2016,3,shanghai,haryanto,20
2016,3,shanghai,wehrlein,21
2016,3,shanghai,hamilton,22
2016,4,sochi,rosberg,1
2016,4,sochi,vettel,2
2016,4,sochi,bottas,3
2016,4,sochi,raikkonen,4
2016,4,sochi,massa,5
2016,4,sochi,ricciardo,6
2016,4,sochi,perez,7
2016,4,sochi,kvyat,8
2016,4,sochi,max_verstappen,9
2016,4,sochi,hamilton,10
2016,4,sochi,sainz,11
2016,4,sochi,button,12
2016,4,sochi,hulkenberg,13
2016,4,sochi,alonso,14
2016,4,sochi,grosjean,15
2016,4,sochi,gutierrez,16
2016,4,sochi,kevin_magnussen,17
2016,4,sochi,jolyon_palmer,18
2016,4,sochi,nasr,19
2016,4,sochi,wehrlein,20
2016,4,sochi,haryanto,21
2016,4,sochi,ericsson,22
2016,5,catalunya,hamilton,1
2016,5,catalunya,rosberg,2
2016,5,catalunya,ricciardo,3
2016,5,catalunya,max_verstappen,4
2016,5,catalunya,raikkonen,5
2016,5,catalunya,vettel,6
2016,5,catalunya,bottas,7
2016,5,catalunya,sainz,8
2016,5,catalunya,perez,9
2016,5,catalunya,alonso,10
2016,5,catalunya,hulkenberg,11
2016,5,catalunya,button,12
2016,5,catalunya,kvyat,13
2016,5,catalunya,grosjean,14
2016,5,catalunya,kevin_magnussen,15
2016,5,catalunya,gutierrez,16
2016,5,catalunya,jolyon_palmer,17
2016,5,catalunya,massa,18
2016,5,catalunya,ericsson,19
2016,5,catalunya,nasr,20
2016,5,catalunya,wehrlein,21
2016,5,catalunya,haryanto,22
2016,6,monaco,ricciardo,1
2016,6,monaco,rosberg,2
2016,6,monaco,hamilton,3
2016,6,monaco,vettel,4
2016,6,monaco,hulkenberg,5
2016,6,monaco,raikkonen,6
2016,6,monaco,sainz,7
2016,6,monaco,perez,8
2016,6,monaco,kvyat,9
2016,6,monaco,alonso,10
2016,6,monaco,bottas,11
2016,6,monaco,gutierrez,12
2016,6,monaco,button,13
2016,6,monaco,massa,14
2016,6,monaco,grosjean,15
2016,6,monaco,kevin_magnussen,16
2016,6,monaco,ericsson,17
2016,6,monaco,jolyon_palmer,18
2016,6,monaco,haryanto,19
2016,6,monaco,wehrlein,20
2016,6,monaco,max_verstappen,21
2016,6,monaco,nasr,22
2016,7,villeneuve,hamilton,1
2016,7,villeneuve,rosberg,2
2016,7,villeneuve,vettel,3
2016,7,villeneuve,ricciardo,4
2016,7,villeneuve,max_verstappen,5
2016,7,villeneuve,raikkonen,6
2016,7,villeneuve,bottas,7
2016,7,villeneuve,massa,8
2016,7,villeneuve,hulkenberg,9
2016,7,villeneuve,alonso,10
2016,7,villeneuve,perez,11
2016,7,villeneuve,button,12
2016,7,villeneuve,kvyat,13
2016,7,villeneuve,gutierrez,14
2016,7,villeneuve,grosjean,15
2016,7,villeneuve,sainz,16
2016,7,villeneuve,jolyon_palmer,17
2016,7,villeneuve,wehrlein,18
2016,7,villeneuve,ericsson,19
2016,7,villeneuve,nasr,20
2016,7,villeneuve,haryanto,21
2016,8,baku,rosberg,1
2016,8,baku,perez,2
2016,8,baku,ricciardo,3
2016,8,baku,vettel,4
2016,8,baku,raikkonen,5
2016,8,baku,massa,6
2016,8,baku,kvyat,7
2016,8,baku,bottas,8
2016,8,baku,max_verstappen,9
2016,8,baku,hamilton,10
2016,8,baku,grosjean,11
2016,8,baku,hulkenberg,12
2016,8,baku,sainz,13
2016,8,baku,alonso,14
2016,8,baku,gutierrez,15
2016,8,baku,nasr,16
2016,8,baku,haryanto,17
2016,8,baku,wehrlein,18
2016,8,baku,button,19
2016,8,baku,ericsson,20
2016,8,baku,kevin_magnussen,21
2016,8,baku,jolyon_palmer,22
2016,9,red_bull_ring,hamilton,1
2016,9,red_bull_ring,rosberg,2
2016,9,red_bull_ring,hulkenberg,3
2016,9,red_bull_ring,vettel,4
2016,9,red_bull_ring,button,5
2016,9,red_bull_ring,raikkonen,6
2016,9,red_bull_ring,ricciardo,7
2016,9,red_bull_ring,bottas,8
2016,9,red_bull_ring,max_verstappen,9
2016,9,red_bull_ring,massa,10
2016,9,red_bull_ring,gutierrez,11
2016,9,red_bull_ring,wehrlein,12
2016,9,red_bull_ring,grosjean,13
2016,9,red_bull_ring,alonso,14
2016,9,red_bull_ring,sainz,15
2016,9,red_bull_ring,perez,16
2016,9,red_bull_ring,kevin_magnussen,17
2016,9,red_bull_ring,jolyon_palmer,18
2016,9,red_bull_ring,haryanto,19
2016,9,red_bull_ring,kvyat,20
2016,9,red_bull_ring,ericsson,21
2016,9,red_bull_ring,nasr,22
2016,10,silverstone,hamilton,1
2016,10,silverstone,rosberg,2
2016,10,silverstone,max_verstappen,3
2016,10,silverstone,ricciardo,4
2016,10,silverstone,raikkonen,5
2016,10,silverstone,vettel,6
2016,10,silverstone,bottas,7
2016,10,silverstone,sainz,8
2016,10,silverstone,hulkenberg,9
2016,10,silverstone,alonso,10
2016,10,silverstone,perez,11
2016,10,silverstone,massa,12
2016,10,silverstone,grosjean,13
2016,10,silverstone,gutierrez,14
2016,10,silverstone,kvyat,15
2016,10,silverstone,kevin_magnussen,16
2016,10,silverstone,button,17
2016,10,silverstone,jolyon_palmer,18
2016,10,silverstone,haryanto,19
2016,10,silverstone,wehrlein,20
2016,10,silverstone,nasr,21
2016,11,hungaroring,rosberg,1
2016,11,hungaroring,hamilton,2
2016,11,hungaroring,ricciardo,3
2016,11,hungaroring,max_verstappen,4
2016,11,hungaroring,vettel,5
2016,11,hungaroring,sainz,6
2016,11,hungaroring,alonso,7
2016,11,hungaroring,button,8
2016,11,hungaroring,hulkenberg,9
2016,11,hungaroring,bottas,10
2016,11,hungaroring,grosjean,11
2016,11,hungaroring,kvyat,12
2016,11,hungaroring,perez,13
2016,11,hungaroring,raikkonen,14
2016,11,hungaroring,gutierrez,15
2016,11,hungaroring,nasr,16
2016,11,hungaroring,jolyon_palmer,17
2016,11,hungaroring,massa,18
2016,11,hungaroring,kevin_magnussen,19
2016,11,hungaroring,ericsson,20
2016,11,hungaroring,wehrlein,21
2016,11,hungaroring,haryanto,22
2016,12,hockenheimring,rosberg,1
2016,12,hockenheimring,hamilton,2
2016,12,hockenheimring,ricciardo,3
2016,12,hockenheimring,max_verstappen,4
2016,12,hockenheimring,raikkonen,5
2016,12,hockenheimring,vettel,6
2016,12,hockenheimring,hulkenberg,7
2016,12,hockenheimring,bottas,8
2016,12,hockenheimring,perez,9
2016,12,hockenheimring,massa,10
2016,12,hockenheimring,gutierrez,11
2016,12,hockenheimring,button,12
2016,12,hockenheimring,sainz,13
2016,12,hockenheimring,alonso,14
2016,12,hockenheimring,grosjean,15
2016,12,hockenheimring,jolyon_palmer,16
2016,12,hockenheimring,kevin_magnussen,17
2016,12,hockenheimring,wehrlein,18
2016,12,hockenheimring,kvyat,19
2016,12,hockenheimring,haryanto,20
2016,12,hockenheimring,nasr,21
2016,12,hockenheimring,ericsson,22
2016,13,spa,rosberg,1
2016,13,spa,max_verstappen,2
2016,13,spa,raikkonen,3
2016,13,spa,vettel,4
2016,13,spa,ricciardo,5
2016,13,spa,perez,6
2016,13,spa,hulkenberg,7
2016,13,spa,bottas,8
2016,13,spa,button,9
2016,13,spa,massa,10
2016,13,spa,grosjean,11
2016,13,spa,kevin_magnussen,12
2016,13,spa,gutierrez,13
2016,13,spa,jolyon_palmer,14
2016,13,spa,sainz,15
2016,13,spa,wehrlein,16
2016,13,spa,nasr,17
2016,13,spa,ocon,18
2016,13,spa,kvyat,19
2016,13,spa,ericsson,20
2016,13,spa,hamilton,21
2016,14,monza,hamilton,1
2016,14,monza,rosberg,2
2016,14,monza,vettel,3
2016,14,monza,raikkonen,4
2016,14,monza,bottas,5
2016,14,monza,ricciardo,6
2016,14,monza,max_verstappen,7
2016,14,monza,perez,8
2016,14,monza,hulkenberg,9
2016,14,monza,gutierrez,10
2016,14,monza,massa,11
2016,14,monza,grosjean,12
2016,14,monza,alonso,13
2016,14,monza,wehrlein,14
2016,14,monza,button,15
2016,14,monza,sainz,16
2016,14,monza,kvyat,17
2016,14,monza,nasr,18
2016,14,monza,ericsson,19
2016,14,monza,jolyon_palmer,20
2016,14,monza,kevin_magnussen,21
2016,15,marina_bay,rosberg,1
2016,15,marina_bay,ricciardo,2
2016,15,marina_bay,hamilton,3
2016,15,marina_bay,max_verstappen,4
2016,15,marina_bay,raikkonen,5
2016,15,marina_bay,sainz,6
2016,15,marina_bay,kvyat,7
2016,15,marina_bay,hulkenberg,8
2016,15,marina_bay,alonso,9
2016,15,marina_bay,perez,10
2016,15,marina_bay,bottas,11
2016,15,marina_bay,massa,12
2016,15,marina_bay,button,13
2016,15,marina_bay,gutierrez,14
2016,15,marina_bay,grosjean,15
2016,15,marina_bay,ericsson,16
2016,15,marina_bay,kevin_magnussen,17
2016,15,marina_bay,nasr,18
2016,15,marina_bay,jolyon_palmer,19
2016,15,marina_bay,wehrlein,20
2016,15,marina_bay,ocon,21
2016,15,marina_bay,vettel,22
2016,16,sepang,hamilton,1
2016,16,sepang,rosberg,2
2016,16,sepang,max_verstappen,3
2016,16,sepang,ricciardo,4
2016,16,sepang,vettel,5
2016,16,sepang,raikkonen,6
2016,16,sepang,perez,7
2016,16,sepang,hulkenberg,8
2016,16,sepang,button,9
2016,16,sepang,massa,10
2016,16,sepang,bottas,11
2016,16,sepang,grosjean,12
2016,16,sepang,gutierrez,13
2016,16,sepang,kevin_magnussen,14
2016,16,sepang,kvyat,15
2016,16,sepang,sainz,16
2016,16,sepang,ericsson,17
2016,16,sepang,nasr,18
2016,16,sepang,jolyon_palmer,19
2016,16,sepang,ocon,20
2016,16,sepang,wehrlein,21
2016,16,sepang,alonso,22
2016,17,suzuka,rosberg,1
2016,17,suzuka,hamilton,2
2016,17,suzuka,raikkonen,3
2016,17,suzuka,vettel,4
2016,17,suzuka,max_verstappen,5
2016,17,suzuka,ricciardo,6
2016,17,suzuka,perez,7
2016,17,suzuka,grosjean,8
2016,17,suzuka,hulkenberg,9
2016,17,suzuka,gutierrez,10
2016,17,suzuka,bottas,11
2016,17,suzuka,massa,12
2016,17,suzuka,kvyat,13
2016,17,suzuka,sainz,14
2016,17,suzuka,alonso,15
2016,17,suzuka,jolyon_palmer,16
2016,17,suzuka,button,17
2016,17,suzuka,kevin_magnussen,18
2016,17,suzuka,ericsson,19
2016,17,suzuka,nasr,20
2016,17,suzuka,ocon,21
2016,17,suzuka,wehrlein,22
2016,18,americas,hamilton,1
2016,18,americas,rosberg,2
2016,18,americas,ricciardo,3
2016,18,americas,max_verstappen,4
2016,18,americas,raikkonen,5
2016,18,americas,vettel,6
2016,18,americas,hulkenberg,7
2016,18,americas,bottas,8
2016,18,americas,massa,9
2016,18,americas,sainz,10
2016,18,americas,perez,11
2016,18,americas,alonso,12
2016,18,americas,kvyat,13
2016,18,americas,gutierrez,14
2016,18,americas,jolyon_palmer,15
2016,18,americas,ericsson,16
2016,18,americas,grosjean,17
2016,18,americas,kevin_magnussen,18
2016,18,americas,button,19
2016,18,americas,wehrlein,20
2016,18,americas,nasr,21
2016,18,americas,ocon,22
2016,19,rodriguez,hamilton,1
2016,19,rodriguez,rosberg,2
2016,19,rodriguez,max_verstappen,3
2016,19,rodriguez,ricciardo,4
2016,19,rodriguez,hulkenberg,5
2016,19,rodriguez,raikkonen,6
2016,19,rodriguez,vettel,7
2016,19,rodriguez,bottas,8
2016,19,rodriguez,massa,9
2016,19,rodriguez,sainz,10
2016,19,rodriguez,alonso,11
2016,19,rodriguez,perez,12
2016,19,rodriguez,button,13
2016,19,rodriguez,kevin_magnussen,14
2016,19,rodriguez,ericsson,15
2016,19,rodriguez,wehrlein,16
2016,19,rodriguez,gutierrez,17
2016,19,rodriguez,kvyat,18
2016,19,rodriguez,nasr,19
2016,19,rodriguez,ocon,20
2016,19,rodriguez,grosjean,21
2016,20,interlagos,hamilton,1
2016,20,interlagos,rosberg,2
2016,20,interlagos,raikkonen,3
2016,20,interlagos,max_verstappen,4
2016,20,interlagos,vettel,5
2016,20,interlagos,ricciardo,6
2016,20,interlagos,grosjean,7
2016,20,interlagos,hulkenberg,8
2016,20,interlagos,perez,9
2016,20,interlagos,alonso,10
2016,20,interlagos,bottas,11
2016,20,interlagos,gutierrez,12
2016,20,interlagos,massa,13
2016,20,interlagos,kvyat,14
2016,20,interlagos,sainz,15
2016,20,interlagos,jolyon_palmer,16
2016,20,interlagos,button,17
2016,20,interlagos,kevin_magnussen,18
2016,20,interlagos,wehrlein,19
2016,20,interlagos,ocon,20
2016,20,interlagos,ericsson,21
2016,20,interlagos,nasr,22
2016,21,yas_marina,hamilton,1
2016,21,yas_marina,rosberg,2
2016,21,yas_marina,ricciardo,3
2016,21,yas_marina,raikkonen,4
2016,21,yas_marina,vettel,5
2016,21,yas_marina,max_verstappen,6
2016,21,yas_marina,hulkenberg,7
2016,21,yas_marina,perez,8
2016,21,yas_marina,alonso,9
2016,21,yas_marina,massa,10
2016,21,yas_marina,bottas,11
2016,21,yas_marina,button,12
2016,21,yas_marina,gutierrez,13
2016,21,yas_marina,grosjean,14
2016,21,yas_marina,jolyon_palmer,15
2016,21,yas_marina,wehrlein,16
2016,21,yas_marina,kvyat,17
2016,21,yas_marina,kevin_magnussen,18
2016,21,yas_marina,nasr,19
